ID,Date,Job Title,Job Location,Hired,Easy Apply
24545,9/13/19 8:30,PHARMACEUTICAL DATA ANALYST,"Hampton, VA",TRUE,FALSE
24547,10/2/19 23:05,PHARMACEUTICAL DATA ANALYST,"Jersey City, NJ",FALSE,FALSE
24558,11/13/19 0:15,PHARMACEUTICAL DATA ANALYST,"Dallas, TX",FALSE,FALSE
24573,10/16/19 12:00,PHARMACEUTICAL DATA ANALYST,"Dallas, TX",FALSE,FALSE
24582,2/18/19 17:00,PHARMACEUTICAL DATA ANALYST,"Austin, TX",FALSE,FALSE
24595,9/7/19 0:51,PHARMACEUTICAL DATA ANALYST,"Kent, WA",FALSE,FALSE
24598,12/9/19 17:20,PHARMACEUTICAL DATA ANALYST,"Irving, TX",FALSE,FALSE
24603,7/14/19 6:55,PHARMACEUTICAL DATA ANALYST,"Dallas, TX",FALSE,FALSE
24607,9/19/19 3:50,PHARMACEUTICAL DATA ANALYST,"Camden, NJ",TRUE,FALSE
24610,1/16/19 11:28,PHARMACEUTICAL DATA ANALYST,"Arlington, TX",FALSE,FALSE
24620,4/28/19 3:02,PHARMACEUTICAL DATA ANALYST,"Culver City, CA",FALSE,FALSE
24637,4/2/19 16:30,PHARMACEUTICAL DATA ANALYST,"Long Beach, CA",FALSE,TRUE
24646,4/9/19 0:01,PHARMACEUTICAL DATA ANALYST,"Chester Township, PA",FALSE,FALSE
24650,12/28/19 15:15,PHARMACEUTICAL DATA ANALYST,"Chicago, IL",FALSE,FALSE
24652,8/12/19 19:30,PHARMACEUTICAL DATA ANALYST,"San Francisco, CA",TRUE,FALSE
24670,12/2/19 13:00,PHARMACEUTICAL DATA ANALYST,"Northlake, IL",FALSE,FALSE
24722,7/4/19 15:25,PHARMACEUTICAL DATA ANALYST,"New York, NY",FALSE,FALSE
24732,4/15/19 0:01,PHARMACEUTICAL DATA ANALYST,"Austin, TX",TRUE,TRUE
24734,5/14/19 11:10,PHARMACEUTICAL DATA ANALYST,"Hercules, CA",TRUE,FALSE
24750,12/13/19 22:15,PHARMACEUTICAL DATA ANALYST,"Charlotte, NC",FALSE,FALSE
24755,5/25/19 4:15,PHARMACEUTICAL DATA ANALYST,"Chicago, IL",FALSE,FALSE
24769,6/28/19 6:45,PHARMACEUTICAL DATA ANALYST,"San Francisco, CA",FALSE,FALSE
24792,3/19/19 22:33,PHARMACEUTICAL DATA ANALYST,"Austin, TX",TRUE,FALSE
24793,6/24/19 2:30,PHARMACEUTICAL DATA ANALYST,"Sunnyvale, CA",FALSE,FALSE
24811,5/20/19 15:00,PHARMACEUTICAL DATA ANALYST,"New York, NY",FALSE,FALSE
24815,7/29/19 6:45,PHARMACEUTICAL DATA ANALYST,"Los Angeles, CA",FALSE,FALSE
24823,8/25/19 3:53,PHARMACEUTICAL DATA ANALYST,"Houston, TX",FALSE,FALSE
24854,11/25/19 15:37,PHARMACEUTICAL DATA ANALYST,"Lake Success, NY",TRUE,FALSE
24872,8/19/19 0:10,PHARMACEUTICAL DATA ANALYST,"Franklin Lakes, NJ",TRUE,TRUE
24874,10/6/19 17:00,PHARMACEUTICAL DATA ANALYST,"Salt Lake City, UT",FALSE,FALSE
24879,4/21/19 18:00,PHARMACEUTICAL DATA ANALYST,"Aurora, CO",FALSE,FALSE
11552626,7/15/19 1:20,DATA QUALITY ANALYST,"Arlington, TX",FALSE,TRUE
11552640,1/27/19 0:15,TECHNICAL DATA ANALYST,"Issaquah, WA",TRUE,FALSE
11552643,10/24/19 22:43,DATA QUALITY ANALYST,"Redmond, WA",TRUE,FALSE
11552651,11/19/19 20:52,DATA QUALITY ANALYST,"Oakland, CA",FALSE,FALSE
11552681,7/27/19 12:00,LOAN DATA ANALYST,"Far Rockaway, NY",FALSE,FALSE
11552689,8/29/19 4:30,ECOMMERCE DATA ANALYST,"San Diego, CA",FALSE,TRUE
11552704,3/6/19 11:00,DATA QUALITY ANALYST,"El Segundo, CA",FALSE,TRUE
11552722,7/6/19 21:12,DATA QUALITY ANALYST,"Los Angeles, CA",TRUE,FALSE
11552744,7/27/19 19:38,ECOMMERCE DATA ANALYST,"New York, NY",FALSE,TRUE
11552757,4/11/19 12:08,TECHNICAL DATA ANALYST,"Dallas, TX",TRUE,FALSE
11552769,3/14/19 11:23,LOAN DATA ANALYST,"San Antonio, TX",TRUE,FALSE
11552779,2/19/19 13:22,DATA QUALITY ANALYST,"Austin, TX",TRUE,FALSE
11552784,7/27/19 0:15,DATA QUALITY ANALYST,"New York, NY",TRUE,FALSE
11552795,6/28/19 19:12,DATA QUALITY ANALYST,"San Francisco, CA",FALSE,TRUE
11552796,2/15/19 19:45,ECOMMERCE DATA ANALYST,"Irving, TX",FALSE,FALSE
11552798,11/4/19 20:00,TECHNICAL DATA ANALYST,"Chicago, IL",FALSE,FALSE
11552800,4/17/19 13:33,CLINICAL DATA ANALYST,"Charlotte, NC",FALSE,FALSE
11552816,2/14/19 10:34,DATA QUALITY ANALYST,"San Diego, CA",FALSE,TRUE
11552827,3/23/19 21:05,ECOMMERCE DATA ANALYST,"Walnut Creek, CA",FALSE,FALSE
11552837,4/26/19 14:00,DATA QUALITY ANALYST,"Staten Island, NY",FALSE,TRUE
11552841,2/2/19 18:30,DATA QUALITY ANALYST,"New York, NY",TRUE,FALSE
11552852,2/7/19 21:52,DATA QUALITY ANALYST,"Chicago, IL",TRUE,FALSE
11552870,9/27/19 19:00,DATA QUALITY ANALYST,"Mooresville, NC",TRUE,TRUE
11552878,10/29/19 17:03,DATA QUALITY ANALYST,"New York, NY",FALSE,FALSE
11552901,3/4/19 21:30,OPERATIONS RESEARCH DATA ANALYST,"Santa Monica, CA",TRUE,FALSE
11552937,7/17/19 19:00,DATA QUALITY ANALYST,"Austin, TX",FALSE,TRUE
11552946,6/9/19 4:30,DATA QUALITY ANALYST,"Denver, CO",FALSE,FALSE
11552956,12/18/19 12:50,BUSINESS DATA ANALYST,"Greenwood Village, Arapahoe, CO",FALSE,TRUE
11552959,3/28/19 16:00,ECOMMERCE DATA ANALYST,"Fort Lee, NJ",FALSE,FALSE
11552995,10/14/19 2:51,ECOMMERCE DATA ANALYST,"Conshohocken, PA",FALSE,FALSE
11552996,4/25/19 20:00,DATA QUALITY ANALYST,"New York, NY",TRUE,FALSE
11553003,6/24/19 18:22,DATA QUALITY ANALYST,"San Jose, CA",FALSE,FALSE
11553053,12/19/19 12:50,DATA QUALITY ANALYST,"Jersey City, NJ",FALSE,TRUE
11553078,11/9/19 14:00,DATA QUALITY ANALYST,"Philadelphia, PA",FALSE,FALSE
11553094,5/31/19 23:35,RESEARCH DATA ANALYST,"Irving, TX",FALSE,FALSE
11553112,11/10/19 2:15,ECOMMERCE DATA ANALYST,"San Antonio, TX",FALSE,FALSE
11553131,5/25/19 4:40,ECOMMERCE DATA ANALYST,"Chicago, IL",FALSE,FALSE
11553139,11/30/19 1:26,BUSINESS DATA ANALYST,"Northridge, CA",FALSE,FALSE
11553189,4/14/19 10:00,DATA QUALITY ANALYST,"Santa Clara, CA",FALSE,FALSE
11553191,3/29/19 15:30,DATA QUALITY ANALYST,"New York, NY",FALSE,TRUE
11553193,2/4/19 18:40,DIGITAL MARKETING DATA ANALYST,"Chesapeake, VA",TRUE,FALSE
11553230,7/4/19 18:22,DATA QUALITY ANALYST,"New York, NY",FALSE,FALSE
11553235,12/19/19 13:54,RESEARCH DATA ANALYST,"New York, NY",FALSE,FALSE
11553264,7/12/19 22:58,ECOMMERCE DATA ANALYST,"Philadelphia, PA",FALSE,FALSE
11553291,7/25/19 17:00,ECOMMERCE DATA ANALYST,"New York, NY",FALSE,FALSE
11553326,2/6/19 12:57,BUSINESS DATA ANALYST,"Los Angeles, CA",FALSE,FALSE
11553365,2/5/19 17:00,ECOMMERCE DATA ANALYST,"El Segundo, CA",FALSE,TRUE
11553373,7/1/19 23:00,DIGITAL MARKETING DATA ANALYST,"New York, NY",TRUE,FALSE
11553376,2/15/19 7:27,DATA QUALITY ANALYST,"Dallas, TX",FALSE,FALSE
11553387,6/19/19 0:01,DIGITAL MARKETING DATA ANALYST,"Scottsdale, AZ",TRUE,FALSE
11553393,10/22/19 3:59,DATA GOVERNANCE ANALYST,"Charlotte, NC",FALSE,FALSE
11553396,11/20/19 16:29,DATA QUALITY ANALYST,"San Francisco, CA",TRUE,TRUE
11553420,10/6/19 18:45,BUSINESS DATA ANALYST,"Salt Lake City, UT",FALSE,FALSE
11553440,12/22/19 8:45,ECOMMERCE DATA ANALYST,"Brooklyn, NY",FALSE,FALSE
11553454,9/7/19 18:38,ECOMMERCE DATA ANALYST,"Denver, CO",FALSE,TRUE
11553467,6/29/19 0:00,ECOMMERCE DATA ANALYST,"Oakland, CA",FALSE,FALSE
11553468,12/5/19 16:20,PRODUCT DATA ANALYST,"Philadelphia, PA",FALSE,TRUE
11553490,6/25/19 13:40,ECOMMERCE DATA ANALYST,"Austin, TX",FALSE,FALSE
11553503,12/27/19 15:35,MANUFACTURING DATA ANALYST,"Burbank, CA",FALSE,TRUE
11553504,1/12/19 2:52,SALES DATA ANALYST,"Phoenix, AZ",TRUE,FALSE
11553518,9/2/19 14:00,TECHNICAL DATA ANALYST,"Jacksonville, FL",FALSE,FALSE
11553527,8/30/19 23:00,DATA QUALITY ANALYST,"Dallas, TX",TRUE,FALSE
11553550,8/31/19 13:19,BUSINESS DATA ANALYST,"Redwood City, CA",FALSE,FALSE
11553553,1/29/19 18:30,DATA GOVERNANCE ANALYST,"New York, NY",FALSE,FALSE
11553582,6/29/19 14:30,BUSINESS DATA ANALYST,"San Francisco, CA",FALSE,TRUE
11553603,10/19/19 14:38,DATA QUALITY ANALYST,"Santa Clara, CA",FALSE,TRUE
11553612,8/6/19 3:50,LOAN DATA ANALYST,"Plano, TX",TRUE,FALSE
11553613,6/29/19 1:30,REGULATORY DATA ANALYST,"San Francisco, CA",TRUE,FALSE
11553619,4/4/19 15:25,ECOMMERCE DATA ANALYST,"Downers Grove, IL",FALSE,FALSE
11553661,11/19/19 22:26,DIGITAL MARKETING DATA ANALYST,"San Francisco, CA",TRUE,FALSE
11553667,6/9/19 0:00,DATA QUALITY ANALYST,"Louisville, CO",FALSE,TRUE
11553684,10/14/19 6:00,PRODUCT DATA ANALYST,"West Chester, PA",TRUE,FALSE
11553698,12/16/19 9:00,DATA QUALITY ANALYST,"San Mateo, CA",FALSE,TRUE
11553712,7/25/19 23:50,DATA QUALITY ANALYST,"New York, NY",TRUE,TRUE
11553752,4/9/19 23:50,DATA QUALITY ANALYST,"San Antonio, TX",TRUE,TRUE
11553755,8/25/19 20:13,MANUFACTURING DATA ANALYST,"Phoenix, AZ",FALSE,FALSE
11553772,3/13/19 15:00,DATA QUALITY ANALYST,"Philadelphia, PA",FALSE,TRUE
11553783,7/9/19 14:59,FRAUD DATA ANALYST,"Chicago, IL",FALSE,FALSE
11553818,8/10/19 15:40,DATA QUALITY ANALYST,"Dublin, OH",FALSE,TRUE
11553820,1/14/19 16:00,RESEARCH DATA ANALYST,"West Point, PA",FALSE,FALSE
11553825,8/12/19 9:00,RESEARCH DATA ANALYST,"San Francisco, CA",FALSE,FALSE
11553853,11/11/19 0:53,BUSINESS DATA ANALYST,"El Cajon, CA",FALSE,FALSE
11553862,7/15/19 11:00,DIGITAL MARKETING DATA ANALYST,"Irving, TX",TRUE,FALSE
11553877,9/12/19 9:19,CLINICAL DATA ANALYST,"New York, NY",FALSE,FALSE
11553887,2/7/19 21:45,BUSINESS DATA ANALYST,"Chicago, IL",FALSE,FALSE
11553895,2/10/19 8:00,DIGITAL MARKETING DATA ANALYST,"Houston, TX",TRUE,FALSE
11553902,8/2/19 11:00,BUSINESS DATA ANALYST,"Houston, TX",FALSE,FALSE
11553903,12/11/19 17:30,BUSINESS DATA ANALYST,"Santa Clara, CA",FALSE,FALSE
11553911,12/24/19 2:34,MANUFACTURING DATA ANALYST,"Salt Lake City, UT",FALSE,TRUE
11553918,10/10/19 9:00,DATA SCIENTIST,"Chicago, IL",FALSE,FALSE
11553937,10/29/19 18:49,ECOMMERCE DATA ANALYST,"Summit, NJ",FALSE,FALSE
11553940,11/22/19 19:30,ECOMMERCE DATA ANALYST,"Centennial, CO",FALSE,FALSE
11553947,8/3/19 12:40,DATA QUALITY ANALYST,"Philadelphia, PA",FALSE,TRUE
11554013,1/25/19 20:00,TECHNICAL DATA ANALYST,"San Francisco, CA",FALSE,FALSE
11554020,11/23/19 13:15,DATA QUALITY ANALYST,"New York, NY",FALSE,TRUE
11554051,10/2/19 10:00,DATA QUALITY ANALYST,"New York, NY",FALSE,TRUE
11554061,3/11/19 2:54,DATA GOVERNANCE ANALYST,"Pearland, TX",FALSE,FALSE
11554103,7/20/19 18:00,BUSINESS DATA ANALYST,"San Francisco, CA",FALSE,TRUE
11554116,3/4/19 9:00,DATA QUALITY ANALYST,"Norfolk, VA",TRUE,TRUE
11554135,8/11/19 0:00,DATA QUALITY ANALYST,"Charlotte, NC",TRUE,TRUE
11554145,10/12/19 8:00,BUSINESS DATA ANALYST,"Houston, TX",FALSE,FALSE
11554151,12/15/19 13:30,BUSINESS DATA ANALYST,"San Francisco, CA",FALSE,FALSE
11554158,8/18/19 10:51,BUSINESS DATA ANALYST,"New York, NY",FALSE,FALSE
11554221,2/9/19 22:30,CLINICAL DATA ANALYST,"Houston, TX",TRUE,FALSE
11554340,11/30/19 19:30,DATA QUALITY ANALYST,"Culver City, CA",TRUE,FALSE
11554352,10/14/19 0:00,BUSINESS DATA ANALYST,"Doylestown, PA",FALSE,FALSE
11554367,11/27/19 10:33,BUSINESS DATA ANALYST,"Woodbridge, NJ",FALSE,FALSE
11554371,6/30/19 22:00,BUSINESS DATA ANALYST,"Lakewood, CO",FALSE,FALSE
11554380,10/21/19 22:45,ECOMMERCE DATA ANALYST,"Charlotte, NC",TRUE,FALSE
11554409,7/3/19 23:00,DATA GOVERNANCE ANALYST,"New York, NY",FALSE,FALSE
11554423,7/30/19 4:00,BUSINESS DATA ANALYST,"Cerritos, CA",FALSE,FALSE
11554441,8/2/19 17:25,DATA QUALITY ANALYST,"Tempe, AZ",FALSE,TRUE
11554462,12/20/19 17:15,BUSINESS DATA ANALYST,"New York, NY",FALSE,FALSE
11554470,6/25/19 2:49,BUSINESS DATA ANALYST,"Mountain View, CA",FALSE,FALSE
11554475,1/27/19 21:39,DIGITAL MARKETING DATA ANALYST,"Boulder, CO",TRUE,FALSE
11554476,8/24/19 0:30,TECHNICAL DATA ANALYST,"Chicago, IL",FALSE,FALSE
11554485,5/5/19 22:00,BUSINESS DATA ANALYST,"San Antonio, TX",FALSE,FALSE
11554501,7/23/19 12:48,QA DATA ANALYST,"Englewood, CO",FALSE,FALSE
11554506,8/25/19 21:00,DATA GOVERNANCE ANALYST,"Tempe, AZ",FALSE,FALSE
11554551,10/1/19 23:00,BUSINESS DATA ANALYST,"New York, NY",FALSE,FALSE
11554580,8/16/19 21:00,DATA QUALITY ANALYST,"Brooklyn, NY",FALSE,FALSE
11554632,4/17/19 13:52,ECOMMERCE DATA ANALYST,"Charlotte, NC",FALSE,FALSE
11554648,3/28/19 6:30,RESEARCH DATA ANALYST,"New York, NY",FALSE,FALSE
11554653,9/1/19 2:37,MANUFACTURING DATA ANALYST,"San Jose, CA",FALSE,FALSE
11554655,10/28/19 11:14,DIGITAL MARKETING DATA ANALYST,"New York, NY",TRUE,FALSE
11554668,8/19/19 17:00,DATA QUALITY ANALYST,"Parsippany, NJ",TRUE,TRUE
11554712,1/10/19 12:35,ECOMMERCE DATA ANALYST,"Chicago, IL",FALSE,FALSE
11554734,11/26/19 8:30,DATA QUALITY ANALYST,"Summit, NJ",FALSE,TRUE
11554738,2/7/19 7:00,ECOMMERCE DATA ANALYST,"Azusa, CA",FALSE,TRUE
11554767,11/28/19 23:36,BUSINESS DATA ANALYST,"Norfolk, VA",FALSE,FALSE
11554778,6/4/19 22:45,DATA QUALITY ANALYST,"Huntersville, NC",FALSE,TRUE
11554795,5/16/19 9:54,DATA QUALITY ANALYST,"Centennial, CO",FALSE,TRUE
11554822,10/26/19 3:57,DATA GOVERNANCE ANALYST,"Denver, CO",FALSE,FALSE
11554825,12/26/19 2:30,DATA QUALITY ANALYST,"Los Angeles, CA",FALSE,TRUE
11554842,2/2/19 18:45,DATA QUALITY ANALYST,"Brooklyn, NY",FALSE,FALSE
11554867,8/10/19 23:30,ECOMMERCE DATA ANALYST,"Charlotte, NC",FALSE,FALSE
11554869,3/17/19 7:00,DATA QUALITY ANALYST,"Cupertino, CA",FALSE,TRUE
11554880,9/11/19 15:25,ECOMMERCE DATA ANALYST,"Brooklyn, NY",FALSE,FALSE
11554918,8/1/19 18:55,BUSINESS DATA ANALYST,"Houston, TX",FALSE,FALSE
11554931,11/4/19 9:00,BUSINESS DATA ANALYST,"Downers Grove, IL",FALSE,FALSE
11554939,9/11/19 12:00,DIGITAL MARKETING DATA ANALYST,"New York, NY",TRUE,FALSE
11554971,7/5/19 3:34,RESEARCH DATA ANALYST,"New York, NY",FALSE,FALSE
11554976,12/10/19 19:37,ECOMMERCE DATA ANALYST,"San Jose, CA",FALSE,FALSE
11554993,5/18/19 23:00,RISK DATA ANALYST,"New York, NY",FALSE,FALSE
11554994,1/4/19 19:00,TECHNICAL DATA ANALYST,"New York, NY",FALSE,FALSE
11555066,4/18/19 21:45,DATA QUALITY ANALYST,"San Francisco, CA",FALSE,TRUE
11555069,4/13/19 1:12,BUSINESS DATA ANALYST,"San Jose, CA",FALSE,FALSE
11555076,5/14/19 18:10,DATA QUALITY ANALYST,"Alameda, CA",FALSE,TRUE
11555079,8/3/19 17:45,DATA QUALITY ANALYST,"Wilmington, DE",FALSE,TRUE
11555111,10/6/19 9:00,TECHNICAL DATA ANALYST,"New York, NY",FALSE,TRUE
11555112,8/12/19 10:51,RESEARCH DATA ANALYST,"San Francisco, CA",FALSE,FALSE
11555128,9/9/19 7:40,QA DATA ANALYST,"Jersey City, NJ",FALSE,FALSE
11555187,7/20/19 21:30,TECHNICAL DATA ANALYST,"San Francisco, CA",FALSE,TRUE
11555188,5/25/19 9:34,DIGITAL MARKETING DATA ANALYST,"Chicago, IL",TRUE,FALSE
11555212,9/14/19 12:30,BUSINESS DATA ANALYST,"Los Angeles, CA",FALSE,FALSE
11555250,4/4/19 16:58,LOAN DATA ANALYST,"Chicago, IL",FALSE,FALSE
11555277,11/29/19 23:00,DIGITAL MARKETING DATA ANALYST,"Los Angeles, CA",TRUE,FALSE
11555284,5/14/19 2:21,DATA GOVERNANCE ANALYST,"San Francisco, CA",FALSE,FALSE
11555286,1/9/19 0:34,DATA QUALITY ANALYST,"Brea, CA",TRUE,TRUE
11555315,11/21/19 13:54,BUSINESS DATA ANALYST,"Redmond, WA",FALSE,FALSE
11555317,5/12/19 1:30,ECOMMERCE DATA ANALYST,"Charlotte, NC",FALSE,FALSE
11555325,8/10/19 1:51,QA DATA ANALYST,"Jacksonville, FL",FALSE,FALSE
11555357,1/14/19 6:00,DATA QUALITY ANALYST,"Newtown, PA",FALSE,FALSE
11555391,12/5/19 10:05,DATA QUALITY ANALYST,"Scottsdale, AZ",FALSE,FALSE
11555396,1/12/19 16:44,CLINICAL DATA ANALYST,"Phoenix, AZ",FALSE,FALSE
11555399,1/11/19 23:30,MANUFACTURING DATA ANALYST,"Houston, TX",FALSE,FALSE
11555406,6/13/19 14:30,QA DATA ANALYST,"Salt Lake City, UT",FALSE,FALSE
11555420,8/15/19 5:45,BUSINESS DATA ANALYST,"Centennial, CO",FALSE,FALSE
11555465,6/16/19 2:11,DATA QUALITY ANALYST,"Arcadia, CA",FALSE,FALSE
11555470,9/11/19 21:30,BUSINESS DATA ANALYST,"New York, NY",FALSE,FALSE
11555473,4/22/19 14:40,RESEARCH DATA ANALYST,"Jersey City, NJ",FALSE,FALSE
11555476,2/10/19 2:56,ECOMMERCE DATA ANALYST,"Houston, TX",FALSE,FALSE
11555504,12/5/19 22:33,BUSINESS DATA ANALYST,"Malvern, PA",FALSE,FALSE
11555512,1/14/19 15:36,RESEARCH DATA ANALYST,"Horsham, PA",FALSE,FALSE
11555514,6/22/19 14:09,BUSINESS DATA ANALYST,"Dallas, TX",TRUE,FALSE
11555537,9/18/19 13:40,DATA GOVERNANCE ANALYST,"DC Ranch, AZ",FALSE,FALSE
11555542,5/1/19 16:45,PRODUCT DATA ANALYST,"Chicago, IL",TRUE,FALSE
11555556,7/6/19 0:00,BUSINESS DATA ANALYST,"Hampton, VA",FALSE,FALSE
11555559,7/22/19 20:36,BUSINESS DATA ANALYST,"Denver, CO",FALSE,FALSE
11555560,11/15/19 18:00,DATA QUALITY ANALYST,"Austin, TX",FALSE,FALSE
11555568,5/25/19 6:05,BUSINESS DATA ANALYST,"Chicago, IL",FALSE,FALSE
11555577,12/27/19 14:02,QA DATA ANALYST,"El Segundo, CA",FALSE,FALSE
11555611,11/1/19 20:30,TECHNICAL DATA ANALYST,"Gainesville, FL",FALSE,FALSE
11555615,5/10/19 12:42,ECOMMERCE DATA ANALYST,"Austin, TX",FALSE,FALSE
11555675,4/12/19 9:00,QA DATA ANALYST,"Lewisville, TX",FALSE,FALSE
11555700,7/18/19 16:17,MANUFACTURING DATA ANALYST,"Fort Worth, TX",FALSE,FALSE
11555702,12/11/19 14:00,DATA GOVERNANCE ANALYST,"Pleasanton, CA",FALSE,FALSE
11555729,7/8/19 0:45,ECOMMERCE DATA ANALYST,"Long Beach, CA",FALSE,FALSE
11555744,9/19/19 18:30,BUSINESS DATA ANALYST,"Berwyn, PA",TRUE,FALSE
11555749,3/2/19 13:08,DATA QUALITY ANALYST,"Lake Success, NY",FALSE,TRUE
11555761,8/6/19 1:15,DATA QUALITY ANALYST,"Irving, TX",FALSE,FALSE
11555763,9/25/19 14:44,MANUFACTURING DATA ANALYST,"Austin, TX",FALSE,FALSE
11555773,10/8/19 15:10,DATA QUALITY ANALYST,"Brea, CA",FALSE,FALSE
11555782,10/31/19 9:15,MANUFACTURING DATA ANALYST,"Far Rockaway, NY",TRUE,FALSE
11555833,9/27/19 23:00,DATA GOVERNANCE ANALYST,"Charlotte, NC",FALSE,FALSE
11555861,3/30/19 21:30,CREDIT DATA ANALYST,"Great Neck, NY",TRUE,FALSE
11555899,12/29/19 12:00,DIGITAL MARKETING DATA ANALYST,"Chicago, IL",TRUE,FALSE
11555943,11/19/19 8:40,DATA QUALITY ANALYST,"San Francisco, CA",FALSE,TRUE
11555946,3/16/19 2:00,MANUFACTURING DATA ANALYST,"Lewisville, TX",FALSE,TRUE
11555947,7/11/19 2:21,DATA QUALITY ANALYST,"Tempe, AZ",FALSE,TRUE
11555950,5/23/19 23:00,TECHNICAL DATA ANALYST,"Santa Monica, CA",FALSE,FALSE
11555961,12/6/19 14:30,QA DATA ANALYST,"Philadelphia, PA",FALSE,FALSE
11555966,8/25/19 0:00,DIGITAL MARKETING DATA ANALYST,"Houston, TX",TRUE,FALSE
11555969,6/25/19 10:30,RESEARCH DATA ANALYST,"San Jose, CA",FALSE,FALSE
11555988,9/20/19 20:10,QA DATA ANALYST,"San Antonio, TX",FALSE,FALSE
11556006,7/5/19 12:00,LOAN DATA ANALYST,"Salt Lake City, UT",TRUE,FALSE
11556022,11/9/19 20:24,DATA QUALITY ANALYST,"Horsham, PA",FALSE,FALSE
11556025,2/22/19 13:00,BUSINESS DATA ANALYST,"San Francisco, CA",FALSE,TRUE
11556034,3/4/19 14:00,CLINICAL DATA ANALYST,"Chesapeake, VA",FALSE,FALSE
11556074,5/26/19 0:30,CLINICAL DATA ANALYST,"Chicago, IL",FALSE,FALSE
11556078,8/25/19 14:30,BUSINESS DATA ANALYST,"Houston, TX",FALSE,FALSE
11556081,7/14/19 13:35,PRODUCT DATA ANALYST,"Dallas, TX",FALSE,FALSE
11556082,10/8/19 12:15,TECHNICAL DATA ANALYST,"Pasadena, CA",FALSE,FALSE
11556089,4/15/19 12:25,BUSINESS DATA ANALYST,"Austin, TX",FALSE,FALSE
11556096,11/5/19 1:15,PRODUCT DATA ANALYST,"Chicago, IL",TRUE,FALSE
11556106,10/31/19 18:45,QA DATA ANALYST,"New York, NY",FALSE,FALSE
11556117,6/15/19 0:30,DATA QUALITY ANALYST,"Anaheim, CA",FALSE,TRUE
11556147,2/12/19 13:00,MANUFACTURING DATA ANALYST,"Wilmington, DE",FALSE,FALSE
11556167,12/3/19 10:22,BUSINESS DATA ANALYST,"Deerfield, IL",FALSE,FALSE
11556172,4/21/19 8:20,PRODUCT DATA ANALYST,"Denver, CO",FALSE,FALSE
11556230,9/2/19 19:13,BUSINESS DATA ANALYST,"Fort Worth, TX",FALSE,FALSE
11556278,6/22/19 20:05,PRODUCT DATA ANALYST,"Arlington, TX",TRUE,FALSE
11556324,10/26/19 19:00,REGULATORY DATA ANALYST,"New York, NY",TRUE,FALSE
11556327,2/9/19 22:39,DATA QUALITY ANALYST,"Houston, TX",FALSE,FALSE
11556345,2/25/19 8:00,DIGITAL MARKETING DATA ANALYST,"Seattle, WA",TRUE,FALSE
11556347,12/15/19 14:30,BUSINESS DATA ANALYST,"San Francisco, CA",FALSE,FALSE
11556353,12/5/19 18:18,DATA QUALITY ANALYST,"Philadelphia, PA",FALSE,FALSE
